song_name,artist,pos_percent,spotify_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Somebody Like You,Keith Urban,0.909348442,0b9djfiuDIMw1zKH6gV74g,0.108,0.624,0.84,0.000546,0.144,0.0337,0.656
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,0.581395349,2fDHuS1PTkHBbCWWZF1ph9,0.0652,0.621,0.524,0.00199,0.893,0.0803,0.889
Carrying Your Love With Me,George Strait,0.911392405,7puxIVNdj5nsBJk43zM3bH,0.22,0.629,0.479,0,0.0587,0.0271,0.345
Live Like You Were Dying,Tim McGraw,0.685483871,7B1QliUMZv7gSTUGAfMRRD,0.492,0.416,0.546,0,0.0845,0.0297,0.418
Why Don't We Just Dance,Josh Turner,0.538461538,2p07VcUwRZ5sru3mJ0JogS,0.42,0.677,0.776,0.000689,0.0954,0.0386,0.642
Kiss an Angel Good Mornin',Charley Pride,0.845744681,37GWhu8R61gTStMvVQfDuE,0.581,0.665,0.512,0,0.371,0.03,0.87
This Kiss,Faith Hill,0.92033543,5EYWGM3Ns3iYew8ws0FatB,0.175,0.398,0.804,0,0.181,0.0451,0.709
Achy Breaky Heart,Billy Ray Cyrus,0.197183099,2EoIt9vdgFRNW03u5IvFsQ,0.051,0.8,0.563,0,0.0797,0.0303,0.961
Blue Ain't Your Color,Keith Urban,0.625,2CxmktXqJwP9KZv6WJtZCm,0.617,0.69,0.416,1.37E-06,0.102,0.0335,0.479
The Night The Lights Went Out In Georgia,Reba McEntire,0.354368932,2MiXC2LfpsoeUP5RvMGEQ3,0.52,0.428,0.51,8.32E-06,0.105,0.103,0.393
Watching You,Rodney Atkins,0.810218978,5OusUgzHz6Ulb3GZT7WUo5,0.105,0.625,0.848,0,0.23,0.0314,0.716
Here You Come Again,Dolly Parton,0.716129032,6H7nDglS6xWpRidbhMwI2L,0.647,0.585,0.511,0.007,0.0392,0.0391,0.552
Don't It Make My Brown Eyes Blue,Crystal Gayle,0.180555556,7Jpclr7tZ6aQXjoKzWXUJV,0.799,0.736,0.321,0.00897,0.0619,0.0444,0.342
Burnin' It Down,Jason Aldean,0.825581395,4f3ocvNFdJMmGP04kskM2J,0.31,0.68,0.788,3.82E-06,0.101,0.0466,0.653
Just To See You Smile,Tim McGraw,0.660465116,2op0kDNARK2VHWHntEeH4g,0.127,0.492,0.823,0,0.0523,0.0297,0.702
Don't Rock the Jukebox,Alan Jackson,0.384615385,3oyByfBYegVEDwYyqx9pRd,0.0495,0.641,0.637,0.000138,0.267,0.0262,0.793
Automatic,Miranda Lambert,0.822222222,0B0y2FImat9j9MJTNRZWfW,0.0435,0.591,0.703,2.34E-06,0.145,0.0256,0.402
"Jesus, Take the Wheel",Carrie Underwood,0.585185185,3lec3CzDPAxsZokPph5w87,0.665,0.359,0.518,0,0.106,0.0302,0.135
I Will Always Love You,Dolly Parton,0.982646421,6nRvgo4ySezQKD1D7NIqAu,0.96,0.446,0.142,0.00114,0.101,0.0335,0.156
"Love Without End, Amen",George Strait,0.7,4pFNWAU8e8F32NQkMyLAZi,0.397,0.645,0.442,0,0.121,0.0256,0.554
Just Got Started Lovin' You,James Otto,0.692946058,4b0XF7CDpJEBAdVHMw7amV,0.159,0.705,0.606,0.00149,0.242,0.0243,0.876
Ain't Nothing 'Bout You,Brooks & Dunn,0.79916318,6CkydK3NOAMScIhViRzXoB,0.144,0.325,0.887,1.35E-06,0.431,0.0569,0.705
This One's for the Girls,Martina McBride,0.819148936,01CnYyPXMFRzOFVQBU8WMb,0.0626,0.613,0.801,1.15E-05,0.124,0.0354,0.609
I Swear,John Michael Montgomery,0.528248588,7wIaLkbQzG6HMnE28etnif,0.242,0.628,0.496,1.20E-05,0.147,0.0233,0.266
19 Somethin' - Greatest Hits Version,Mark Wills,0.29468599,0ElpjZyX8YBiXuYcDC1Ci9,0.132,0.58,0.816,0,0.0776,0.0726,0.814
I Cross My Heart - Pure Country Soundtrack Version,George Strait,0.5625,6FHXJu99aQAUnivEjPhuUR,0.267,0.526,0.442,5.49E-05,0.106,0.0259,0.284
That's What I Love About Sunday,Craig Morgan,0.861818182,1fmi1hOBtH8xfUiWz4LVtE,0.479,0.6,0.56,0,0.111,0.0325,0.417
Peter Pan,Kelsea Ballerini,0.485549133,2wqXQjOmQ9KoBm9Ssgt4Fo,0.0284,0.514,0.659,0,0.266,0.0309,0.463
Act Naturally,Buck Owens,0.717171717,3JWEMzwpcWCvu4Qw1BIbYi,0.336,0.552,0.474,0,0.173,0.0275,0.7
Don't Blink,Kenny Chesney,0.766990291,6reuJxDtjebwc9FB6rNpp0,0.115,0.604,0.605,1.22E-05,0.305,0.0352,0.647
Daddy Sang Bass,Johnny Cash,0.519736842,15TITugVC8RrpLctHXOqT8,0.699,0.681,0.638,0.000629,0.0581,0.0367,0.677
Big City,Merle Haggard,0.5078125,7MYCBhcWtRSJ7YXTfIHlI8,0.275,0.707,0.401,0.000296,0.201,0.0533,0.602
High Cotton,Alabama,0.744680851,2KEu2z1f7TakR3KY4jGLzl,0.423,0.661,0.581,0,0.11,0.032,0.863
"Love, Me",Collin Raye,0.775700935,5cCLKP66G2PJEorzYQVXHR,0.742,0.686,0.234,0,0.145,0.0295,0.342
Islands In the Stream,Dolly Parton,0.473214286,6apPqjW8ezpKEicAkkBlvO,0.68,0.611,0.524,0,0.0753,0.035,0.73
You Look So Good In Love,George Strait,0.920308483,5BYOLEoFD1fWokKncxz7BQ,0.435,0.642,0.233,0,0.105,0.0298,0.333
When I Call Your Name,Vince Gill,0.352941176,5g12xHasIIOu6rNGQ933qT,0.35,0.506,0.11,0.00144,0.139,0.0307,0.208
Fightin Side Of Me,Merle Haggard,0.076388889,3gP4z9Muyf51JdDyN91upf,0.512,0.75,0.451,0,0.272,0.048,0.743
Pickup Man,Joe Diffie,0.714285714,3QvOV1QYPPre7gjppKyeON,0.434,0.709,0.757,0,0.336,0.0408,0.852
Killin' Time,Clint Black,0.434782609,3otZLoLcx2d74hx8RaHXh6,0.381,0.711,0.491,9.12E-06,0.249,0.0295,0.671
Every Which Way but Loose - 2009 Remaster,Eddie Rabbitt,0.637583893,73xcnqBwjnGwAlrfBomLP3,0.458,0.598,0.483,7.88E-06,0.36,0.0292,0.452
Mind Your Own Business,"Hank Williams, Jr.",0.783783784,4raGevWiW8i1gactXulebp,0.0459,0.568,0.698,0,0.095,0.0436,0.872
Should've Been A Cowboy,Toby Keith,0.591240876,18BajNiyvH6GpYshB0unrm,0.351,0.585,0.793,0,0.3,0.0322,0.732
"Luckenbach, Texas (Back to the Basics of Love) (feat. Willie Nelson)",Waylon Jennings,0.58411215,4WScDSwAa9m48pgHugVkCo,0.697,0.694,0.46,0.00437,0.236,0.0322,0.66
Lost In The Fifties Tonight,Ronnie Milsap,0.5,1p7hfw8melMsCbaaX36C0v,0.639,0.492,0.216,6.53E-05,0.0598,0.0283,0.145
Don't Let Our Love Start Slippin' Away,Vince Gill,0.844380403,2G6pvEfrwrJZS6NgqS3DqX,0.42,0.736,0.719,0.000851,0.35,0.0313,0.657
Black Sheep,John Anderson,0.845238095,5EPQbU0wk70Btiu9onZR48,0.402,0.596,0.626,0,0.0498,0.0634,0.962
Have Mercy,The Judds,0.423423423,5toaXJWnmQCnGRh8eOrEwE,0.231,0.858,0.66,0,0.189,0.029,0.933
My Heart Skips A Beat,Buck Owens,0.741935484,1jGa3ZVWNhqes22ZoVBfOJ,0.285,0.609,0.569,0,0.0586,0.0371,0.787
Hello Darlin' - Single Version,Conway Twitty,0.578313253,6vmAgl2y9MpoZKrVUXrPe5,0.94,0.276,0.235,1.01E-05,0.132,0.0315,0.472
The Good Stuff,Kenny Chesney,0.78440367,1sR3kJi14jA8Gau3a0yXAo,0.255,0.612,0.62,0,0.129,0.0645,0.502
Teddy Bear,Red Sovine,0.685714286,50hbhWWZ5b36hC6x7dh4bP,0.781,0.59,0.398,0,0.0683,0.38,0.724
It's Just a Matter of Time,Randy Travis,0.920353982,4ON9pkEiboV83FUHkeIxGp,0.472,0.259,0.59,0.00128,0.135,0.0363,0.474
Joy Of My Life,Chris Stapleton,0.930921053,4EuaDcxHmHKS6gZ5iuGba0,0.223,0.63,0.485,0.0535,0.103,0.0299,0.398
November Air,Zach Bryan,0.592039801,0u9NVrPqUINrHIFCuPOnYm,0.774,0.429,0.197,3.02E-06,0.146,0.032,0.197
Leave Me Again,Kelsea Ballerini,0.9375,5r4sq0H3vzRIqnI7yystIo,0.907,0.556,0.107,1.67E-06,0.106,0.0354,0.59
Swimming Alone,Liz Rose,0.536585366,3rGe3ed1wHvPNgAlwNO686,0.493,0.572,0.493,4.48E-06,0.0817,0.0295,0.171
"Cairo, IL",Natalie Hemby,0.522580645,36S4cmtCiqFx3ywMpfSBDT,0.782,0.61,0.291,0.00174,0.101,0.0271,0.303
Burning House,Cam,0.322222222,2zhk0kypGeOPsaaZcjyc14,0.887,0.728,0.253,1.11E-05,0.133,0.0304,0.457
Two Story House,Lainey Wilson,0.892156863,1OfA15M48QXwN2n92m7qE2,0.668,0.565,0.278,0,0.32,0.0308,0.336
If We Were Vampires,Jason Isbell and the 400 Unit,0.668674699,250RLekaiL1q9qZer975Eg,0.824,0.629,0.208,3.70E-06,0.107,0.0324,0.685
Call It Dreaming,Iron & Wine,0.638743455,1MxHIIzcTeFnaNsDGY3pfj,0.609,0.512,0.501,6.25E-05,0.0973,0.0325,0.726
Mountain Song,Flatland Cavalry,0.790909091,2mDdkeVuUsyIepwzLCxuu6,0.27,0.551,0.451,0.259,0.117,0.03,0.19
Whiskey And You,Chris Stapleton,0.279863481,5aDK0TurEtiedVdT0a6k9a,0.919,0.592,0.0562,6.22E-06,0.111,0.0599,0.266
You and Tequila (feat. Grace Potter),Kenny Chesney,0.279151943,1t2hJFgJyUPD2crOafMUEk,0.437,0.691,0.454,0.00227,0.0783,0.0256,0.35
Never in My Wildest Dreams,Dan Auerbach,0.848275862,3MJov5mT64K42o1Rffhblq,0.315,0.559,0.466,0.0039,0.0933,0.0362,0.623
People Change,Mipso,0.730215827,5VYOUBkObeGOnCt30YDTJ3,0.883,0.373,0.276,0.0124,0.122,0.0357,0.409
Front Porch,Joy Williams,0.8,5sVyefkGgQeYCgnqr4KslQ,0.887,0.567,0.224,0,0.109,0.0299,0.2
Autumn Town Leaves,Iron & Wine,0.593984962,6HbxpoChDH9ThadFOSAnma,0.855,0.662,0.322,0.0019,0.144,0.0304,0.425
Wait Up For Me,Amos Lee,0.52970297,1pLbS57mLE8iG4njSQIAtX,0.678,0.652,0.24,0.00652,0.0784,0.0295,0.257
The Only Boy Awake,Meadows,0.5859375,4tRt91OQSbE9eFA3RwgqSd,0.61,0.52,0.48,0.0344,0.107,0.0303,0.405
Sleeping Alone,Flatland Cavalry,0.607407407,7Jv0DExnLwItv5yVTBWelP,0.891,0.361,0.171,0,0.295,0.0338,0.42
Where You Are - Acoustic,Tenille Townes,0.654135338,4OrDWRw53W0rp1Lps64OFb,0.614,0.388,0.174,0,0.12,0.0323,0.213
I Ain't Ever Loved No One - Acoustic,Donovan Woods,0.398843931,2z3HKlpENvfz1Am2MNF2pL,0.611,0.322,0.213,0,0.113,0.0318,0.16
I Forget Myself (feat. Darlingside),Henry Jamison,0.333333333,1Exrzr80BmEOw2rMcRnjwh,0.866,0.58,0.193,0.00375,0.0788,0.0285,0.339
2016,Sam Hunt,0.640692641,5ehN5A3B3lDwmFCYO63Wk6,0.596,0.52,0.384,0,0.103,0.0362,0.328
WHAT I HAVE,Kelsea Ballerini,0.646090535,3MAsvuKpI0k45dWmaYKSnl,0.854,0.569,0.27,0,0.0978,0.0319,0.525
Lost in Your Love,Music Travel Love,0.45,6rNQl7PtVwGEEF0PuauOAr,0.252,0.812,0.626,1.85E-06,0.163,0.0547,0.609
Small Town Hypocrite,Caylee Hammack,0.426900585,7Bpivl6q9y2FgSp1nr5MZ8,0.442,0.409,0.503,0,0.0867,0.0424,0.193
The Time I've Wasted,Lori McKenna,0.239669421,1JtvwshkJMxfm4oRhJp93C,0.796,0.473,0.25,8.83E-05,0.101,0.0304,0.261
Forgiveness,David Nail,0.789883268,0uEqGj52IUFOcVXb4nK0sz,0.628,0.552,0.449,0.025,0.116,0.0288,0.171
Girl Goin' Nowhere,Ashley McBryde,0.755555556,2lyEpuvVOnNGzV5c89Vnpf,0.574,0.591,0.157,5.32E-05,0.122,0.0676,0.146
Run of Good Luck,Rob Baird,0.733606557,4Px5YO3pRfrswEkVWxXhz8,0.7,0.543,0.166,2.86E-06,0.105,0.0347,0.3
Louise,Mipso,0.496598639,6iAu1ZHWQT8VmSQWZM40m7,0.722,0.631,0.354,1.66E-06,0.171,0.0324,0.521
Eyes Fall,Ocie Elliott,0.693989071,1i7xvrUa72MKMhnQcYSZxx,0.918,0.486,0.295,0.07,0.125,0.0305,0.309
Wings,Jackson Dean,0.729508197,0UU1opJqwJtFvHpCrWK1Mq,0.731,0.456,0.385,0.666,0.445,0.0324,0.0371
Roadtripsong,Abby Cates,0.574144487,1VdYCnBFBCY9OV466jF6Q0,0.136,0.637,0.725,0,0.332,0.156,0.926
In His Arms,Jack Ingram,0.677042802,221KYcs5zXX4ew6f8mumse,0.941,0.641,0.101,2.21E-06,0.377,0.0396,0.217
Sunday Drive,Brett Eldredge,0.712328767,2TIdEu4aruzo33MTEUDGcf,0.928,0.327,0.214,0,0.104,0.0355,0.351
hookup scene,Kacey Musgraves,0.465116279,59hAttZ1StpkVPD8u2i1MM,0.921,0.667,0.238,0,0.102,0.0314,0.473
It'll Work Itself Out,Donovan Woods,0.210526316,1S0VsP2UnnOudyXtzwkVNE,0.115,0.623,0.42,0.0027,0.0994,0.031,0.504
Far From Home,Aubrie Sellers,0.58411215,54tkmrvf1ejo3ejAHuVgq1,0.933,0.323,0.21,0.00218,0.119,0.0362,0.0841
Dreams - The Campfire Sessions,Sarah Darling,0.5625,0dZeiSrApr5SAkrH5rQaRH,0.931,0.627,0.217,6.58E-06,0.0931,0.0321,0.239
MARILYN,Kelsea Ballerini,0.771428571,6XKJyrLsAJh65mQCWttTtg,0.831,0.645,0.314,0,0.126,0.0309,0.276
The Love That We Need,Hayes Carll,0.597457627,31dEh1OeZGv61RZzDIixue,0.708,0.369,0.365,0.0343,0.108,0.0451,0.222
A House Made of You,Michael Shynes,0.600775194,69ZO6imfpWPajcjFeU5kNI,0.724,0.617,0.369,0.000209,0.105,0.039,0.252
Bulleit Blues,Sam Williams,0.751445087,6tEVS3afsZXcv4Q99aEfN7,0.951,0.566,0.107,0,0.108,0.0608,0.331
Love You To Death,Chord Overstreet,0.595238095,5xQTEPjGsLuvwnnvyK3fAA,0.421,0.574,0.344,0,0.0804,0.0345,0.0987
Asking For A Friend,Devin Dawson,0.681818182,5mXOdtyPOL6GEuZdCyHSsb,0.238,0.713,0.527,7.49E-06,0.111,0.0329,0.445
Wild Honey,Anna Vaus,0.4,2ekYJOliaYZ2zUb3XlLs5V,0.473,0.678,0.434,0,0.119,0.0318,0.337
The Captain's Daughter,Alison Krauss & Union Station,0.309711286,7tAmmKQz5aR8B7aFuhRkab,0.824,0.507,0.354,0.00189,0.147,0.0325,0.371
Dancing Shoes,Green River Ordinance,0.857142857,3Y6BuzQCg9p4yH347Nn8OW,0.252,0.586,0.423,5.83E-06,0.0976,0.0261,0.318
Nothing Like You,Dave Barnes,0.957983193,52GgfKWo0tdSbq8trVhgUj,0.558,0.608,0.496,1.15E-05,0.152,0.0309,0.506
Coming Down the Mountain,Mipso,0.805970149,3ogA3HTz2gSGTX8f135LJ5,0.865,0.584,0.363,0.0859,0.151,0.027,0.373
20/10 TN,Tucker Beathard,0.458677686,3lF6cdiWGp8xjoHmL1ChxV,0.249,0.665,0.528,0.000144,0.377,0.0411,0.167
Where the Heart Is,Brett Eldredge,0.727272727,4qaBHFw6eN6Oxa7gBXOvxv,0.111,0.518,0.611,1.74E-05,0.109,0.0317,0.257
what do i,Emily James,0.352941176,2rtdxI8tTfBfPk6D28YSUv,0.258,0.525,0.318,0.000418,0.0964,0.0305,0.202
Supernova,Caitlyn Smith,0.430232558,66xwYKVQrraFqAwHyCDGao,0.901,0.43,0.182,7.98E-06,0.122,0.0368,0.162
Without A Word,Sara Watkins,0.589285714,6NTIKfyWCP3Nm2zWB16o88,0.901,0.579,0.171,0.000308,0.111,0.0303,0.389
Find Me Here - Broke Down,Tucker Beathard,0.643410853,5gMiQ72iAqzzqWqrKvTWbO,0.747,0.611,0.305,0,0.0916,0.0336,0.218
Home To Me,Jeffrey East,0.316901408,0aE6UUxRrKXQPL4f24PhDL,0.626,0.598,0.458,0.0185,0.0896,0.0301,0.294
Cheap Suit,Jeffrey Foucault,0.637254902,2yWTcrs09YISrT3yXZB5Bp,0.928,0.502,0.0596,2.66E-05,0.125,0.0361,0.317
half of my hometown - ballerini album version,Kelsea Ballerini,0.516129032,3YJOCGSlrb78vNwu6meBSf,0.828,0.588,0.253,0,0.0938,0.0295,0.221
Sunday Best - Acoustic,Smithfield,0.661354582,05MAs5o6TxAmADc3JJmkv9,0.684,0.546,0.574,0,0.169,0.0292,0.524
Cowgirl,Nelly Joy,0.607329843,2KeIYazn8x4IobcS1aXram,0.363,0.496,0.42,6.36E-06,0.246,0.0278,0.218
Wild Honey (Acoustic),Anna Vaus,0.62,5yP0mhRJkEEzGlCQLyC9Mn,0.899,0.73,0.0933,0,0.11,0.0393,0.349
Because Of Yours,Jeffrey East,0.772222222,71gcKI3CKHIrkJPkk20USG,0.87,0.649,0.416,1.26E-05,0.108,0.0298,0.138
War,The Dryes,0.401162791,1UxeYs0x9oyJtCpmH0QbvL,0.69,0.407,0.244,0,0.0881,0.0294,0.32
This Town Still Talks About You,Natalie Hemby,0.890243902,7yPmspgKN5MPOVlyAWFtsa,0.00791,0.522,0.47,1.54E-06,0.103,0.0242,0.344
Heartland,Hailey Whitters,0.803921569,5o0hAYrXcdGYUlDC8j3x34,0.0721,0.622,0.671,0,0.169,0.0332,0.24
Pretty Hands,Jeffrey Foucault,0.701754386,0daO3mhf7lmqH1vNsGEFCJ,0.926,0.517,0.131,0.0984,0.151,0.0344,0.419
Better Than That,Ian McConnell,0.578125,3doRPkGBQUl1ukOGagcFVs,0.57,0.669,0.401,0,0.124,0.0288,0.19
End of the Rain,Jason Blaine,0.766423358,3ZzPTO2Qbo6cI72DBjOLep,0.287,0.571,0.423,1.41E-06,0.11,0.0359,0.382
Every Little Honky Tonk Bar,George Strait,0.294117647,1OfEfwXp9IKC5qRTtiGUWg,0.292,0.66,0.83,0,0.141,0.029,0.856
My Town,Montgomery Gentry,0.784,51bNXhI8t5rH47BJLhK5Ed,0.002,0.517,0.901,0,0.336,0.0508,0.547
Take A Back Road,Rodney Atkins,0.5,7B6m8tHAYZsOKOKMU5SR2n,0.183,0.581,0.856,0,0.0871,0.0783,0.918
Mud On the Tires,Brad Paisley,0.704,2rQyI7A1yTvTXJ9J4qFmmN,0.294,0.448,0.824,3.81E-05,0.662,0.0478,0.463
Where I Come From,Montgomery Gentry,0.246666667,10ps1I1sIMRNZW11eceN7W,0.0108,0.62,0.852,4.94E-06,0.279,0.0308,0.479
She's Country,Jason Aldean,0.740458015,4cDWuDOQPJsnS88XKrkAFy,0.221,0.554,0.872,0,0.0638,0.0897,0.657
Does To Me (feat. Eric Church),Luke Combs,0.643617021,0nGXi46VcQQ56ZJR428MKS,0.311,0.616,0.849,0,0.311,0.0373,0.638
Good Directions,Billy Currington,0.582010582,7GQjJEwqlp6m5HNWVQd6OR,0.307,0.716,0.72,0,0.135,0.0319,0.464
It Ain't My Fault,Brothers Osborne,0.353467562,08wJ1B9yu9sPeoRa5fbpr3,0.00166,0.735,0.831,0.217,0.291,0.0332,0.756
God's Country,Blake Shelton,0.543010753,1dyxS3YzBbL0t8rEVwVQ1K,0.0608,0.538,0.752,5.39E-06,0.118,0.0396,0.217
Some Of It,Eric Church,0.507177033,3d1qN7AHge6BXuVPutcpI5,0.341,0.56,0.736,9.81E-06,0.155,0.0446,0.824
Get Along,Kenny Chesney,0.523026316,6n6OQfBpCgzF9oEg8zhBN7,0.101,0.632,0.804,0,0.17,0.0503,0.35
Dirt Road Anthem,Jason Aldean,0.651428571,7awFBRzXpFoy8YIm9zOb5s,0.32,0.678,0.739,2.36E-06,0.116,0.0352,0.658
The Only Way I Know (with Luke Bryan and Eric Church),Jason Aldean,0.74137931,1JbO4Uix3LXCSPGibnZbit,0.221,0.51,0.786,4.78E-06,0.135,0.0535,0.586
"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,0.537704918,0M7mWKqwTIaVjYyxfZmtTa,0.521,0.424,0.661,1.62E-06,0.0719,0.0425,0.384
I Wish Grandpas Never Died,Riley Green,0.904191617,7Dxes6VnfbZYV0S2QTnVuT,0.036,0.445,0.492,0,0.122,0.0294,0.24
Five More Minutes,Scotty McCreery,0.779904306,3qTmB5HxP9ilJaiM6B1yuk,0.259,0.494,0.634,1.15E-06,0.109,0.0282,0.28
Free And Easy (Down The Road I Go),Dierks Bentley,0.950276243,3JrD5PQbOAgGTKhts9Te6d,0.00499,0.583,0.782,0.000131,0.145,0.027,0.682
Goodnight Kiss,Randy Houser,0.898734177,27aDju7VAODvQYHWrrv6o9,0.0382,0.731,0.71,9.92E-05,0.118,0.0332,0.633
Heartache Medication,Jon Pardi,0.633484163,5qdQPrWmZv8xYhMJCDrdHF,0.0361,0.621,0.791,0,0.143,0.0265,0.734
People Are Crazy,Billy Currington,0.58908046,5JnLiuMgRAWoHYOhatFP3s,0.213,0.651,0.699,0.000265,0.12,0.0265,0.36
The Ones That Didn’t Make It Back Home,Justin Moore,0.850649351,6Vmb8Ru0BvjWGozOVGApRd,0.0979,0.537,0.784,0,0.224,0.034,0.468
Even Though I'm Leaving,Luke Combs,0.57480315,5Fhe63YOMZsGdB3CgCDuBi,0.225,0.554,0.755,0,0.301,0.0319,0.624
In Between,Scotty McCreery,0.711409396,2IuazAsyvbb3fFZb0Uvsmk,0.0166,0.592,0.928,1.50E-05,0.123,0.0558,0.393
Love Someone,Brett Eldredge,0.940397351,43CFDpciGFDm226POTLEXU,0.218,0.423,0.813,1.62E-06,0.0732,0.0507,0.421
Living,Dierks Bentley,0.726415094,54K7AZoGpQklpygKrxZlKN,0.0153,0.517,0.813,0,0.106,0.0558,0.444
Love Ain't,Eli Young Band,0.742647059,6uVzeU47Qzg0rrMneP5BNg,0.00566,0.6,0.851,9.78E-06,0.0891,0.0388,0.727
Yeah,Joe Nichols,0.918566775,43lL05gZ1DqG4YJ74rCPmM,0.00637,0.404,0.845,1.34E-05,0.357,0.049,0.591
Heartache On The Dance Floor,Jon Pardi,0.707317073,0w3Q14i073jLoew1hgJkwD,0.0563,0.596,0.834,0,0.0866,0.0474,0.618
This Is It,Scotty McCreery,0.8,74CEfiZthUGX5yUNNUM4bj,0.254,0.579,0.511,0,0.099,0.0293,0.594
Mr. Misunderstood,Eric Church,0.289473684,79dlQxvdsCDApoM8XChkpy,0.0629,0.385,0.808,0,0.33,0.045,0.546
Drink In My Hand,Eric Church,0.817073171,1cktZnxiONH0hR6Q3DKy8h,0.00635,0.626,0.913,0,0.293,0.0318,0.946
Church Bells,Carrie Underwood,0.65470852,67citk3uzWs5qbaIVKTeg8,0.226,0.575,0.844,0,0.0538,0.0633,0.542
What I See,LANCO,0.942708333,4BCak7YJQtL2cqScRwKVHq,0.049,0.531,0.637,0,0.178,0.0279,0.461
Rumor,Lee Brice,0.721428571,56eGOeSsqdg3FLxdo83TwV,0.749,0.655,0.56,0,0.115,0.0486,0.599
"Woman, Amen",Dierks Bentley,0.86779661,3nBXOlFTADNvG9nkqy2O2W,0.000837,0.484,0.804,9.29E-06,0.17,0.0912,0.391
Up All Night,Jon Pardi,0.266666667,6qewYf1Su9xeaAp9iEQpUw,0.185,0.549,0.713,0,0.112,0.0306,0.463
Every Storm (Runs Out Of Rain),Gary Allan,0.652406417,6s3dgEQgen7G85NtYUTEbD,0.046,0.525,0.693,9.55E-06,0.247,0.0327,0.363
Aw Naw,Chris Young,0.255813953,53Dj5PCDhb22qWqmre3YQs,0.0639,0.652,0.859,0,0.0777,0.0358,0.491
Hard To Love,Lee Brice,0.781609195,6E9V9TRlVOLjenGjHemzEH,0.0119,0.638,0.722,0.00808,0.189,0.0332,0.469
There Was This Girl,Riley Green,0.873333333,7grWGhX8SHNmyGOkMNVMCt,0.00258,0.616,0.877,2.56E-06,0.114,0.0347,0.94
I Hold On,Dierks Bentley,0.888111888,01e8dGbulrphX8j3fZDQYk,0.0849,0.614,0.715,0.000316,0.102,0.0445,0.231
Are You Gonna Kiss Me Or Not,Thompson Square,0.848249027,2TAcwD5KcV9uY3O1tLGV15,0.039,0.485,0.701,0,0.0977,0.0288,0.613
Colder Weather,Zac Brown Band,0.505102041,3U8dHeggJ8IBe0UCb1gbyB,0.455,0.667,0.381,0,0.116,0.0294,0.199
Something to Be Proud Of,Montgomery Gentry,0.634482759,4D8uIY6Wzj7dJDaw0dW0UF,0.0811,0.645,0.693,1.22E-05,0.175,0.0344,0.553
Somethin' 'Bout A Truck,Kip Moore,0.548387097,6Ymvlzom4TQeoKqAWsZRD8,0.0697,0.554,0.794,0,0.63,0.035,0.79
Hell Yeah,Montgomery Gentry,0.611721612,6QUs5z2uEbSGZJpPGMfgQA,0.0185,0.372,0.872,0,0.368,0.056,0.65
Small Town USA,Justin Moore,0.806818182,3RtA16IFjyhtg5oW8oUBeT,0.151,0.588,0.608,6.39E-06,0.139,0.0288,0.546
Boondocks,Little Big Town,0.486486486,3duP6mBVDsHM8ioN7o7dAK,0.211,0.41,0.78,0,0.48,0.0332,0.695
Drinkin' Problem,Midland,0.355987055,1vBpwxsLVwaR4evBIaFmqD,0.055,0.622,0.763,8.91E-06,0.313,0.0263,0.621
Beautiful Mess,Diamond Rio,0.71291866,4klbnXXldFthEL0rfC5lD4,0.514,0.47,0.556,0,0.0958,0.0375,0.447
Your Man,Josh Turner,0.581521739,1WzAeadSKJhqykZFbJNmQv,0.337,0.744,0.637,0.000222,0.0696,0.0241,0.785
Would You Go With Me,Josh Turner,0.83974359,1KhrAWvLIjRlQIJtSTgvsi,0.13,0.605,0.864,0.000827,0.113,0.0292,0.736
Sunny and 75,Joe Nichols,0.935064935,1rGLPyb4LMojT4wpxiZTp8,0.184,0.531,0.893,1.01E-06,0.101,0.055,0.323
Everything's Gonna Be Alright,David Lee Murphy,0.739463602,2NEBP8SXEqwZt2PRdPXXuy,0.0721,0.764,0.587,6.45E-06,0.094,0.0298,0.494
Country Boy,Alan Jackson,0.868131868,5RuCWf4bJC0rqA05b7nWfd,0.259,0.73,0.684,1.53E-06,0.111,0.0351,0.564
Something Like That,Tim McGraw,0.538071066,6leiB1fEsTnVCuPiielde5,0.378,0.507,0.85,0,0.0567,0.0472,0.847
Kerosene,Miranda Lambert,0.604810997,2yhhcHTfvLC0HzSajGYL0h,0.00687,0.628,0.92,5.34E-05,0.337,0.0287,0.808
Feathered Indians,Tyler Childers,0.701754386,2tgQaL85WoRfgEa4hFQgrE,0.75,0.536,0.574,0.00277,0.105,0.0254,0.877
Farmer's Daughter,Rodney Atkins,0.93902439,5zGqTc1WQUe8XqqdnrpKTV,0.224,0.612,0.791,0,0.112,0.0291,0.786
Save a Horse (Ride a Cowboy),Big & Rich,0.929032258,5s7m2xNZWgz5FqVSIvJcGA,0.108,0.7,0.896,0,0.453,0.191,0.817
Redneck Yacht Club,Craig Morgan,0.764705882,4etE2X6t7GmyiuYLIdI8H5,0.455,0.49,0.817,0,0.0885,0.0355,0.808
Hangin' On,Chris Young,0.882352941,6CyJlVAEFlNdpggOLanytL,0.0651,0.434,0.831,0,0.119,0.0453,0.596
